,ddtime,dutime,ftime,key,kftime,time,uutime
575,150.0,241.0,68.0,69,159,91,159.0
576,30600.0,30699.0,86.4251207729,74,99,99,30608.0
577,246.0,309.0,147.0,69,210,63,210.0
578,152.0,255.0,89.0,83,192,103,192.0
579,146.0,255.0,43.0,85,152,109,152.0
580,94.0,181.0,0.0,83,87,87,72.0
581,133.0,212.0,46.0,32,125,79,125.0
582,190.0,261.0,111.0,73,182,71,182.0
583,91.0,196.0,20.0,83,125,105,125.0
584,118.0,201.0,13.0,32,96,83,96.0
585,213.0,316.0,130.0,77,233,103,233.0
586,217.0,288.0,114.0,89,185,71,185.0
587,96.0,176.0,25.0,32,105,80,105.0
588,209.0,351.0,129.0,83,271,142,271.0
589,136.0,231.0,0.0,65,95,95,89.0
590,163.0,266.0,68.0,86,171,103,171.0
591,137.0,195.0,34.0,73,92,58,92.0
592,129.0,212.0,71.0,79,154,83,154.0
593,96.0,175.0,13.0,82,92,79,92.0
594,140.0,221.0,61.0,32,142,81,142.0
595,236.0,313.0,155.0,84,232,77,232.0
596,76.0,123.0,0.0,79,47,47,46.0
597,100.0,171.0,53.0,79,124,71,124.0
598,2491.0,2602.0,86.4251207729,73,111,111,2531.0
599,298.0,381.0,187.0,32,270,83,270.0
600,333.0,411.0,250.0,68,328,78,328.0
601,71.0,143.0,0.0,79,72,72,65.0
602,155.0,230.0,83.0,78,158,75,158.0
603,216.0,308.0,141.0,222,233,92,233.0
604,120.0,199.0,28.0,84,107,79,107.0
605,103.0,186.0,24.0,32,107,83,107.0
606,201.0,260.0,118.0,76,177,59,177.0
607,125.0,187.0,66.0,73,128,62,128.0
608,127.0,204.0,65.0,75,142,77,142.0
609,76.0,175.0,0.0,69,99,99,98.0
610,110.0,211.0,11.0,32,112,101,112.0
611,1142.0,1258.0,1041.0,77,1157,116,1157.0
612,88.0,171.0,0.0,69,83,83,55.0
613,131.0,198.0,48.0,65,115,67,115.0
614,128.0,207.0,61.0,84,140,79,140.0
615,586.0,621.0,86.4251207729,73,35,35,542.0
616,388.0,474.0,353.0,32,439,86,439.0
617,316.0,416.0,230.0,68,330,100,330.0
618,101.0,156.0,1.0,79,56,55,56.0
619,697.0,759.0,642.0,78,704,62,704.0
620,297.0,324.0,235.0,222,262,27,262.0
621,85.0,148.0,58.0,84,121,63,121.0
622,92.0,157.0,29.0,32,94,65,94.0
623,185.0,256.0,120.0,76,191,71,191.0
624,136.0,202.0,65.0,73,131,66,131.0
625,105.0,178.0,39.0,75,112,73,112.0
626,72.0,167.0,0.0,69,95,95,94.0
627,108.0,191.0,13.0,32,96,83,96.0
628,117.0,204.0,34.0,86,121,87,121.0
629,153.0,256.0,66.0,69,169,103,169.0
630,378.0,449.0,275.0,71,346,71,346.0
631,378.0,465.0,307.0,69,394,87,394.0
632,163.0,226.0,76.0,84,139,63,139.0
633,143.0,270.0,80.0,65,207,127,207.0
634,139.0,203.0,12.0,66,76,64,76.0
635,244.0,370.0,180.0,76,306,126,306.0
636,125.0,191.0,0.0,69,66,66,65.0
