353.0833333333333,453.75,252.33333333333334,66,103,103,353.0
221.0,319.0,118.0,67,216,98,216.0
502.0,596.0,404.0,8,498,94,498.0
167.0,253.0,73.0,8,159,86,159.0
153.0,261.0,67.0,8,175,108,175.0
1254.0,1348.0,1146.0,80,1240,94,1240.0
154.0,275.0,60.0,65,181,121,181.0
209.0,313.0,88.0,83,192,104,192.0
146.0,235.0,42.0,83,131,89,131.0
661.0,750.0,572.0,50,661,89,661.0
213.0,311.0,124.0,49,222,98,222.0
241.0,366.0,143.0,50,268,125,268.0
316.0,418.0,191.0,51,293,102,293.0
